prep_img_path,prep_landmarks_path,prep_seg_img_path,emotion_label
../resources/RAFDB/raw/Image/aligned/train_05496_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05496_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05496_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04615_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04615_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04615_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08609_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08609_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08609_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06815_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06815_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06815_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04767_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04767_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04767_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05561_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05561_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05561_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_03626_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_03626_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_03626_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08178_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08178_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08178_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07464_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07464_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07464_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_00835_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00835_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_00835_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04855_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04855_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04855_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05685_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05685_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05685_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05501_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05501_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05501_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_01407_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_01407_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_01407_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07516_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07516_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07516_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_00325_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00325_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_00325_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06870_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06870_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06870_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04920_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04920_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04920_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04491_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04491_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04491_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07512_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07512_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07512_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04700_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04700_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04700_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08297_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08297_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08297_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08311_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08311_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08311_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06865_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06865_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06865_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07089_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07089_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07089_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08443_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08443_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08443_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_01049_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_01049_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_01049_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04053_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04053_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04053_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05640_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05640_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05640_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06374_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06374_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06374_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_00322_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00322_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_00322_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08985_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08985_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08985_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07257_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07257_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07257_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_00253_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00253_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_00253_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07703_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07703_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07703_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_02605_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_02605_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_02605_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06902_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06902_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06902_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06118_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06118_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06118_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_01326_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_01326_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_01326_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06998_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06998_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06998_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04184_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04184_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04184_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07106_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07106_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07106_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_01093_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_01093_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_01093_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_00992_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00992_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_00992_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05273_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05273_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05273_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06751_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06751_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06751_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04827_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04827_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04827_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_02048_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_02048_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_02048_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06507_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06507_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06507_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06328_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06328_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06328_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_00386_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00386_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_00386_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05580_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05580_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05580_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07639_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07639_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07639_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04333_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04333_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04333_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04342_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04342_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04342_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_02061_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_02061_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_02061_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07194_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07194_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07194_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08734_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08734_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08734_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08321_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08321_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08321_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05675_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05675_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05675_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05910_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05910_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05910_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_03929_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_03929_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_03929_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_00451_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00451_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_00451_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04185_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04185_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04185_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08524_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08524_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08524_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_02575_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_02575_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_02575_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_01984_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_01984_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_01984_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05704_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05704_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05704_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_02120_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_02120_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_02120_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07780_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07780_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07780_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06075_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06075_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06075_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06157_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06157_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06157_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_01400_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_01400_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_01400_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08774_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08774_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08774_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05323_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05323_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05323_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06622_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06622_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06622_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06048_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06048_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06048_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04682_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04682_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04682_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_01087_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_01087_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_01087_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04688_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04688_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04688_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06551_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06551_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06551_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08583_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08583_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08583_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_00671_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00671_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_00671_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_09125_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_09125_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_09125_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08623_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08623_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08623_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07254_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07254_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07254_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_00619_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00619_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_00619_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08374_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08374_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08374_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05240_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05240_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05240_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04560_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04560_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04560_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08826_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08826_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08826_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07498_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07498_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07498_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04648_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04648_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04648_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06933_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06933_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06933_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04418_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04418_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04418_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_03670_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_03670_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_03670_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04752_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04752_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04752_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_02481_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_02481_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_02481_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_00536_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00536_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_00536_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_01425_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_01425_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_01425_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_04634_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_04634_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_04634_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07138_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07138_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07138_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05746_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05746_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05746_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_00101_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00101_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_00101_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07375_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07375_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07375_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05121_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05121_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05121_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_01299_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_01299_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_01299_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08252_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08252_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08252_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08457_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08457_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08457_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08971_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08971_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08971_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07775_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07775_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07775_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07016_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07016_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07016_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06103_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06103_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06103_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_02269_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_02269_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_02269_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08153_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08153_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08153_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_06649_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_06649_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_06649_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08273_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08273_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08273_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07850_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07850_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07850_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_05208_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_05208_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_05208_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_08296_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_08296_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_08296_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_07635_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_07635_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_07635_aligned.png,4
../resources/RAFDB/raw/Image/aligned/train_01385_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_01385_aligned.txt,../resources/RAFDB/preprocessed/seg_img/train_01385_aligned.png,4
