img_indir,emotion_label,img_id,raw_img_path,prep_landmarks_path,prep_img_path,mode,raw_img_path_exist
train_00019.jpg,3,train_00019,../resources/RAFDB/raw/Image/aligned/train_00019_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00019_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00019_aligned.jpg,train,True
train_00020.jpg,3,train_00020,../resources/RAFDB/raw/Image/aligned/train_00020_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00020_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00020_aligned.jpg,train,True
train_00021.jpg,3,train_00021,../resources/RAFDB/raw/Image/aligned/train_00021_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00021_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00021_aligned.jpg,train,True
train_00022.jpg,3,train_00022,../resources/RAFDB/raw/Image/aligned/train_00022_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00022_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00022_aligned.jpg,train,True
train_00023.jpg,5,train_00023,../resources/RAFDB/raw/Image/aligned/train_00023_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00023_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00023_aligned.jpg,train,True
train_00024.jpg,4,train_00024,../resources/RAFDB/raw/Image/aligned/train_00024_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00024_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00024_aligned.jpg,train,True
train_00025.jpg,4,train_00025,../resources/RAFDB/raw/Image/aligned/train_00025_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00025_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00025_aligned.jpg,train,True
train_00026.jpg,4,train_00026,../resources/RAFDB/raw/Image/aligned/train_00026_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00026_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00026_aligned.jpg,train,True
train_00027.jpg,1,train_00027,../resources/RAFDB/raw/Image/aligned/train_00027_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00027_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00027_aligned.jpg,train,True
train_00028.jpg,4,train_00028,../resources/RAFDB/raw/Image/aligned/train_00028_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00028_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00028_aligned.jpg,train,True
train_00029.jpg,3,train_00029,../resources/RAFDB/raw/Image/aligned/train_00029_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00029_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00029_aligned.jpg,train,True
train_00030.jpg,4,train_00030,../resources/RAFDB/raw/Image/aligned/train_00030_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00030_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00030_aligned.jpg,train,True
train_00031.jpg,2,train_00031,../resources/RAFDB/raw/Image/aligned/train_00031_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00031_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00031_aligned.jpg,train,True
train_00032.jpg,0,train_00032,../resources/RAFDB/raw/Image/aligned/train_00032_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00032_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00032_aligned.jpg,train,True
train_00033.jpg,4,train_00033,../resources/RAFDB/raw/Image/aligned/train_00033_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00033_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00033_aligned.jpg,train,True
train_00034.jpg,0,train_00034,../resources/RAFDB/raw/Image/aligned/train_00034_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00034_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00034_aligned.jpg,train,True
train_00035.jpg,3,train_00035,../resources/RAFDB/raw/Image/aligned/train_00035_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00035_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00035_aligned.jpg,train,True
train_00036.jpg,3,train_00036,../resources/RAFDB/raw/Image/aligned/train_00036_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00036_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00036_aligned.jpg,train,True
train_00037.jpg,3,train_00037,../resources/RAFDB/raw/Image/aligned/train_00037_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00037_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00037_aligned.jpg,train,True
train_00038.jpg,4,train_00038,../resources/RAFDB/raw/Image/aligned/train_00038_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00038_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00038_aligned.jpg,train,True
train_00039.jpg,4,train_00039,../resources/RAFDB/raw/Image/aligned/train_00039_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00039_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00039_aligned.jpg,train,True
train_00040.jpg,4,train_00040,../resources/RAFDB/raw/Image/aligned/train_00040_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00040_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00040_aligned.jpg,train,True
train_00041.jpg,4,train_00041,../resources/RAFDB/raw/Image/aligned/train_00041_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00041_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00041_aligned.jpg,train,True
train_00042.jpg,4,train_00042,../resources/RAFDB/raw/Image/aligned/train_00042_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00042_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00042_aligned.jpg,train,True
train_00043.jpg,0,train_00043,../resources/RAFDB/raw/Image/aligned/train_00043_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00043_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00043_aligned.jpg,train,True
train_00044.jpg,0,train_00044,../resources/RAFDB/raw/Image/aligned/train_00044_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00044_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00044_aligned.jpg,train,True
train_00045.jpg,3,train_00045,../resources/RAFDB/raw/Image/aligned/train_00045_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00045_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00045_aligned.jpg,train,True
train_00046.jpg,3,train_00046,../resources/RAFDB/raw/Image/aligned/train_00046_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00046_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00046_aligned.jpg,train,True
train_00047.jpg,5,train_00047,../resources/RAFDB/raw/Image/aligned/train_00047_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00047_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00047_aligned.jpg,train,True
train_00048.jpg,3,train_00048,../resources/RAFDB/raw/Image/aligned/train_00048_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00048_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00048_aligned.jpg,train,True
train_00049.jpg,5,train_00049,../resources/RAFDB/raw/Image/aligned/train_00049_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00049_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00049_aligned.jpg,train,True
train_00050.jpg,3,train_00050,../resources/RAFDB/raw/Image/aligned/train_00050_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00050_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00050_aligned.jpg,train,True
train_00051.jpg,3,train_00051,../resources/RAFDB/raw/Image/aligned/train_00051_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00051_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00051_aligned.jpg,train,True
train_00052.jpg,3,train_00052,../resources/RAFDB/raw/Image/aligned/train_00052_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00052_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00052_aligned.jpg,train,True
train_00053.jpg,0,train_00053,../resources/RAFDB/raw/Image/aligned/train_00053_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00053_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00053_aligned.jpg,train,True
train_00054.jpg,3,train_00054,../resources/RAFDB/raw/Image/aligned/train_00054_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00054_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00054_aligned.jpg,train,True
train_00055.jpg,3,train_00055,../resources/RAFDB/raw/Image/aligned/train_00055_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00055_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00055_aligned.jpg,train,True
train_00056.jpg,3,train_00056,../resources/RAFDB/raw/Image/aligned/train_00056_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00056_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00056_aligned.jpg,train,True
train_00057.jpg,3,train_00057,../resources/RAFDB/raw/Image/aligned/train_00057_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00057_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00057_aligned.jpg,train,True
train_00058.jpg,3,train_00058,../resources/RAFDB/raw/Image/aligned/train_00058_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00058_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00058_aligned.jpg,train,True
train_00059.jpg,3,train_00059,../resources/RAFDB/raw/Image/aligned/train_00059_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00059_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00059_aligned.jpg,train,True
train_00060.jpg,3,train_00060,../resources/RAFDB/raw/Image/aligned/train_00060_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00060_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00060_aligned.jpg,train,True
train_00061.jpg,3,train_00061,../resources/RAFDB/raw/Image/aligned/train_00061_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00061_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00061_aligned.jpg,train,True
train_00062.jpg,0,train_00062,../resources/RAFDB/raw/Image/aligned/train_00062_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00062_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00062_aligned.jpg,train,True
train_00063.jpg,2,train_00063,../resources/RAFDB/raw/Image/aligned/train_00063_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00063_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00063_aligned.jpg,train,True
train_00064.jpg,5,train_00064,../resources/RAFDB/raw/Image/aligned/train_00064_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00064_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00064_aligned.jpg,train,True
train_00065.jpg,3,train_00065,../resources/RAFDB/raw/Image/aligned/train_00065_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00065_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00065_aligned.jpg,train,True
train_00066.jpg,4,train_00066,../resources/RAFDB/raw/Image/aligned/train_00066_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00066_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00066_aligned.jpg,train,True
train_00067.jpg,3,train_00067,../resources/RAFDB/raw/Image/aligned/train_00067_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00067_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00067_aligned.jpg,train,True
train_00068.jpg,0,train_00068,../resources/RAFDB/raw/Image/aligned/train_00068_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00068_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00068_aligned.jpg,train,True
train_00069.jpg,0,train_00069,../resources/RAFDB/raw/Image/aligned/train_00069_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00069_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00069_aligned.jpg,train,True
train_00070.jpg,5,train_00070,../resources/RAFDB/raw/Image/aligned/train_00070_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00070_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00070_aligned.jpg,train,True
train_00071.jpg,2,train_00071,../resources/RAFDB/raw/Image/aligned/train_00071_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00071_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00071_aligned.jpg,train,True
train_00072.jpg,0,train_00072,../resources/RAFDB/raw/Image/aligned/train_00072_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00072_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00072_aligned.jpg,train,True
train_00073.jpg,3,train_00073,../resources/RAFDB/raw/Image/aligned/train_00073_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00073_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00073_aligned.jpg,train,True
train_00074.jpg,3,train_00074,../resources/RAFDB/raw/Image/aligned/train_00074_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00074_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00074_aligned.jpg,train,True
train_00075.jpg,3,train_00075,../resources/RAFDB/raw/Image/aligned/train_00075_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00075_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00075_aligned.jpg,train,True
train_00076.jpg,3,train_00076,../resources/RAFDB/raw/Image/aligned/train_00076_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00076_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00076_aligned.jpg,train,True
train_00077.jpg,3,train_00077,../resources/RAFDB/raw/Image/aligned/train_00077_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00077_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00077_aligned.jpg,train,True
train_00078.jpg,3,train_00078,../resources/RAFDB/raw/Image/aligned/train_00078_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00078_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00078_aligned.jpg,train,True
train_00079.jpg,3,train_00079,../resources/RAFDB/raw/Image/aligned/train_00079_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00079_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00079_aligned.jpg,train,True
train_00080.jpg,3,train_00080,../resources/RAFDB/raw/Image/aligned/train_00080_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00080_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00080_aligned.jpg,train,True
train_00081.jpg,2,train_00081,../resources/RAFDB/raw/Image/aligned/train_00081_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00081_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00081_aligned.jpg,train,True
train_00082.jpg,3,train_00082,../resources/RAFDB/raw/Image/aligned/train_00082_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00082_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00082_aligned.jpg,train,True
train_00083.jpg,3,train_00083,../resources/RAFDB/raw/Image/aligned/train_00083_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00083_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00083_aligned.jpg,train,True
train_00084.jpg,3,train_00084,../resources/RAFDB/raw/Image/aligned/train_00084_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00084_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00084_aligned.jpg,train,True
train_00085.jpg,3,train_00085,../resources/RAFDB/raw/Image/aligned/train_00085_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00085_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00085_aligned.jpg,train,True
train_00086.jpg,3,train_00086,../resources/RAFDB/raw/Image/aligned/train_00086_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00086_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00086_aligned.jpg,train,True
train_00087.jpg,3,train_00087,../resources/RAFDB/raw/Image/aligned/train_00087_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00087_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00087_aligned.jpg,train,True
train_00088.jpg,4,train_00088,../resources/RAFDB/raw/Image/aligned/train_00088_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00088_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00088_aligned.jpg,train,True
train_00089.jpg,3,train_00089,../resources/RAFDB/raw/Image/aligned/train_00089_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00089_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00089_aligned.jpg,train,True
train_00090.jpg,3,train_00090,../resources/RAFDB/raw/Image/aligned/train_00090_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00090_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00090_aligned.jpg,train,True
train_00091.jpg,0,train_00091,../resources/RAFDB/raw/Image/aligned/train_00091_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00091_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00091_aligned.jpg,train,True
train_00092.jpg,3,train_00092,../resources/RAFDB/raw/Image/aligned/train_00092_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00092_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00092_aligned.jpg,train,True
train_00093.jpg,3,train_00093,../resources/RAFDB/raw/Image/aligned/train_00093_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00093_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00093_aligned.jpg,train,True
train_00094.jpg,3,train_00094,../resources/RAFDB/raw/Image/aligned/train_00094_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00094_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00094_aligned.jpg,train,True
train_00095.jpg,5,train_00095,../resources/RAFDB/raw/Image/aligned/train_00095_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00095_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00095_aligned.jpg,train,True
train_00096.jpg,3,train_00096,../resources/RAFDB/raw/Image/aligned/train_00096_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00096_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00096_aligned.jpg,train,True
train_00097.jpg,4,train_00097,../resources/RAFDB/raw/Image/aligned/train_00097_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00097_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00097_aligned.jpg,train,True
train_00098.jpg,3,train_00098,../resources/RAFDB/raw/Image/aligned/train_00098_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00098_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00098_aligned.jpg,train,True
train_00099.jpg,3,train_00099,../resources/RAFDB/raw/Image/aligned/train_00099_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00099_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00099_aligned.jpg,train,True
train_00100.jpg,3,train_00100,../resources/RAFDB/raw/Image/aligned/train_00100_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00100_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00100_aligned.jpg,train,True
train_00101.jpg,4,train_00101,../resources/RAFDB/raw/Image/aligned/train_00101_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00101_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00101_aligned.jpg,train,True
train_00102.jpg,4,train_00102,../resources/RAFDB/raw/Image/aligned/train_00102_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00102_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00102_aligned.jpg,train,True
train_00103.jpg,2,train_00103,../resources/RAFDB/raw/Image/aligned/train_00103_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00103_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00103_aligned.jpg,train,True
train_00104.jpg,0,train_00104,../resources/RAFDB/raw/Image/aligned/train_00104_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00104_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00104_aligned.jpg,train,True
train_00105.jpg,5,train_00105,../resources/RAFDB/raw/Image/aligned/train_00105_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00105_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00105_aligned.jpg,train,True
train_00106.jpg,0,train_00106,../resources/RAFDB/raw/Image/aligned/train_00106_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00106_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00106_aligned.jpg,train,True
train_00107.jpg,0,train_00107,../resources/RAFDB/raw/Image/aligned/train_00107_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00107_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00107_aligned.jpg,train,True
train_00108.jpg,3,train_00108,../resources/RAFDB/raw/Image/aligned/train_00108_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00108_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00108_aligned.jpg,train,True
train_00109.jpg,4,train_00109,../resources/RAFDB/raw/Image/aligned/train_00109_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00109_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00109_aligned.jpg,train,True
train_00110.jpg,0,train_00110,../resources/RAFDB/raw/Image/aligned/train_00110_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00110_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00110_aligned.jpg,train,True
train_00111.jpg,0,train_00111,../resources/RAFDB/raw/Image/aligned/train_00111_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00111_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00111_aligned.jpg,train,True
train_00112.jpg,0,train_00112,../resources/RAFDB/raw/Image/aligned/train_00112_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00112_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00112_aligned.jpg,train,True
train_00113.jpg,0,train_00113,../resources/RAFDB/raw/Image/aligned/train_00113_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00113_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00113_aligned.jpg,train,True
train_00114.jpg,0,train_00114,../resources/RAFDB/raw/Image/aligned/train_00114_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00114_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00114_aligned.jpg,train,True
train_00115.jpg,4,train_00115,../resources/RAFDB/raw/Image/aligned/train_00115_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00115_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00115_aligned.jpg,train,True
train_00116.jpg,3,train_00116,../resources/RAFDB/raw/Image/aligned/train_00116_aligned.jpg,../resources/RAFDB/preprocessed/landmarks/train_00116_aligned.txt,../resources/RAFDB/raw/Image/aligned/train_00116_aligned.jpg,train,True
